Price,Close,High,Low,Open,Volume
Ticker,BSE-MIDCAP.BO,BSE-MIDCAP.BO,BSE-MIDCAP.BO,BSE-MIDCAP.BO,BSE-MIDCAP.BO
Datetime,,,,,
2025-06-30 03:45:00+00:00,46742.44921875,46759.05078125,46733.171875,46759.05078125,0
2025-06-30 03:46:00+00:00,46731.87890625,46754.4609375,46728.28125,46747.94921875,0
2025-06-30 03:47:00+00:00,46731.390625,46731.390625,46715.53125,46718.62890625,0
2025-06-30 03:48:00+00:00,46741.26953125,46741.26953125,46720.0,46728.94921875,0
2025-06-30 03:49:00+00:00,46707.609375,46736.44140625,46702.171875,46734.3515625,0
2025-06-30 03:50:00+00:00,46678.1015625,46715.73828125,46678.1015625,46713.73828125,0
2025-06-30 03:51:00+00:00,46698.7109375,46698.7109375,46676.609375,46676.609375,0
2025-06-30 03:52:00+00:00,46709.78125,46709.78125,46698.37890625,46701.328125,0
2025-06-30 03:53:00+00:00,46731.3203125,46735.69921875,46714.3515625,46714.3515625,0
2025-06-30 03:54:00+00:00,46723.609375,46731.87109375,46720.08984375,46724.44921875,0
2025-06-30 03:55:00+00:00,46716.51953125,46724.05859375,46712.609375,46722.83984375,0
2025-06-30 03:56:00+00:00,46702.171875,46716.28125,46694.21875,46716.28125,0
2025-06-30 03:57:00+00:00,46714.4609375,46714.4609375,46704.05859375,46704.671875,0
2025-06-30 03:58:00+00:00,46709.76953125,46720.71875,46709.76953125,46715.76171875,0
2025-06-30 03:59:00+00:00,46680.12890625,46701.48828125,46680.12890625,46701.48828125,0
2025-06-30 04:00:00+00:00,46647.12890625,46676.1484375,46643.55859375,46676.1484375,0
2025-06-30 04:01:00+00:00,46668.66015625,46668.66015625,46636.55078125,46638.80859375,0
2025-06-30 04:02:00+00:00,46685.41015625,46695.05078125,46667.8984375,46667.8984375,0
2025-06-30 04:03:00+00:00,46632.140625,46678.96875,46631.4609375,46676.69921875,0
2025-06-30 04:04:00+00:00,46620.5703125,46633.94140625,46620.5703125,46631.28125,0
2025-06-30 04:05:00+00:00,46636.140625,46636.140625,46621.69140625,46621.69140625,0
2025-06-30 04:06:00+00:00,46627.46875,46642.390625,46627.46875,46638.890625,0
2025-06-30 04:07:00+00:00,46616.3984375,46632.5703125,46613.921875,46627.83984375,0
2025-06-30 04:08:00+00:00,46634.5703125,46634.75,46609.48828125,46615.609375,0
2025-06-30 04:09:00+00:00,46638.890625,46638.890625,46624.140625,46626.96875,0
2025-06-30 04:10:00+00:00,46652.390625,46652.390625,46640.01953125,46640.01953125,0
2025-06-30 04:11:00+00:00,46676.62890625,46678.01953125,46656.62890625,46658.41015625,0
2025-06-30 04:12:00+00:00,46644.109375,46675.55859375,46644.109375,46675.55859375,0
2025-06-30 04:13:00+00:00,46636.19140625,46641.6484375,46636.0703125,46641.6484375,0
2025-06-30 04:14:00+00:00,46636.12109375,46638.44921875,46631.4296875,46638.44921875,0
2025-06-30 04:15:00+00:00,46621.5,46629.76171875,46612.91015625,46629.76171875,0
2025-06-30 04:16:00+00:00,46653.80078125,46656.0,46627.421875,46627.421875,0
2025-06-30 04:17:00+00:00,46658.2890625,46659.6796875,46652.55859375,46655.48828125,0
2025-06-30 04:18:00+00:00,46647.671875,46656.0703125,46647.671875,46655.26171875,0
2025-06-30 04:19:00+00:00,46619.69140625,46645.44921875,46619.69140625,46645.44921875,0
2025-06-30 04:20:00+00:00,46624.30078125,46624.30078125,46613.80859375,46613.80859375,0
