Price,Close,High,Low,Open,Volume
Ticker,^BSESN,^BSESN,^BSESN,^BSESN,^BSESN
Datetime,,,,,
2025-06-30 03:45:00+00:00,83991.859375,84091.203125,83991.859375,84059.8984375,0
2025-06-30 03:46:00+00:00,83964.8125,84010.859375,83964.8125,83995.421875,0
2025-06-30 03:47:00+00:00,83918.5390625,83969.9296875,83918.5390625,83961.7890625,0
2025-06-30 03:48:00+00:00,83883.2421875,83944.3515625,83878.6484375,83908.140625,0
2025-06-30 03:49:00+00:00,83924.5,83925.3984375,83879.96875,83883.203125,0
2025-06-30 03:50:00+00:00,83923.5625,83939.4765625,83914.2109375,83924.828125,0
2025-06-30 03:51:00+00:00,83924.1796875,83949.7265625,83896.859375,83929.78125,0
2025-06-30 03:52:00+00:00,83983.7578125,83986.1328125,83927.671875,83927.671875,0
2025-06-30 03:53:00+00:00,84012.5,84017.96875,83964.6015625,83978.0078125,0
2025-06-30 03:54:00+00:00,84023.2890625,84025.703125,83998.0078125,84014.671875,0
2025-06-30 03:55:00+00:00,84016.34375,84034.3671875,84013.359375,84026.2578125,0
2025-06-30 03:56:00+00:00,84033.5390625,84033.5390625,83986.9609375,84018.03125,0
2025-06-30 03:57:00+00:00,84042.109375,84057.7578125,84032.4375,84036.3828125,0
2025-06-30 03:58:00+00:00,84038.171875,84060.6171875,84031.7890625,84040.890625,0
2025-06-30 03:59:00+00:00,84011.59375,84042.4765625,84011.59375,84038.171875,0
2025-06-30 04:00:00+00:00,83951.21875,84015.8515625,83950.96875,84008.6328125,0
2025-06-30 04:01:00+00:00,83968.7734375,83969.796875,83944.9609375,83949.453125,0
2025-06-30 04:02:00+00:00,83967.2578125,83985.25,83961.046875,83968.4921875,0
2025-06-30 04:03:00+00:00,83918.2265625,83969.9296875,83905.2265625,83969.9296875,0
2025-06-30 04:04:00+00:00,83929.0078125,83930.859375,83912.7421875,83918.2265625,0
2025-06-30 04:05:00+00:00,83927.71875,83940.7109375,83925.5390625,83932.7109375,0
2025-06-30 04:06:00+00:00,83903.0390625,83936.7890625,83900.9296875,83928.59375,0
2025-06-30 04:07:00+00:00,83881.078125,83915.5390625,83881.078125,83906.8515625,0
2025-06-30 04:08:00+00:00,83913.65625,83915.953125,83878.9296875,83881.0625,0
2025-06-30 04:09:00+00:00,83898.0390625,83924.7421875,83896.828125,83910.9375,0
2025-06-30 04:10:00+00:00,83904.7890625,83913.609375,83895.28125,83897.8125,0
2025-06-30 04:11:00+00:00,83897.546875,83919.1328125,83897.546875,83907.5234375,0
2025-06-30 04:12:00+00:00,83849.78125,83899.7265625,83837.421875,83899.7265625,0
2025-06-30 04:13:00+00:00,83851.578125,83858.546875,83835.09375,83852.1484375,0
2025-06-30 04:14:00+00:00,83854.9375,83871.109375,83854.9375,83857.578125,0
2025-06-30 04:15:00+00:00,83842.6875,83867.65625,83820.7734375,83862.8125,0
2025-06-30 04:16:00+00:00,83860.46875,83860.46875,83832.390625,83842.828125,0
2025-06-30 04:17:00+00:00,83840.390625,83868.453125,83836.59375,83861.96875,0
2025-06-30 04:18:00+00:00,83833.2734375,83848.546875,83832.1328125,83840.4375,0
2025-06-30 04:19:00+00:00,83805.7109375,83834.703125,83802.84375,83833.75,0
2025-06-30 04:20:00+00:00,83818.5390625,83821.65625,83803.390625,83804.6484375,0
2025-06-30 04:21:00+00:00,83781.359375,83818.0,83781.359375,83818.0,0
2025-06-30 04:22:00+00:00,83796.3203125,83796.3203125,83772.0390625,83782.21875,0
2025-06-30 04:23:00+00:00,83790.3203125,83800.5625,83787.2265625,83796.46875,0
2025-06-30 04:24:00+00:00,83792.3515625,83802.3515625,83780.59375,83791.5078125,0
2025-06-30 04:25:00+00:00,83787.71875,83793.0,83778.359375,83792.203125,0
2025-06-30 04:26:00+00:00,83795.4609375,83795.4609375,83775.8984375,83788.640625,0
2025-06-30 04:27:00+00:00,83812.7265625,83819.5234375,83787.3984375,83795.4609375,0
2025-06-30 04:28:00+00:00,83806.21875,83818.65625,83799.7734375,83813.5234375,0
2025-06-30 04:29:00+00:00,83776.78125,83806.328125,83774.2265625,83806.328125,0
2025-06-30 04:30:00+00:00,83774.46875,83782.921875,83770.7265625,83776.828125,0
2025-06-30 04:31:00+00:00,83749.1796875,83779.0625,83749.1796875,83779.0625,0
2025-06-30 04:32:00+00:00,83743.2109375,83757.21875,83737.21875,83749.203125,0
2025-06-30 04:33:00+00:00,83763.9296875,83772.0703125,83734.8828125,83744.0625,0
2025-06-30 04:34:00+00:00,83796.96875,83800.140625,83763.4296875,83765.03125,0
2025-06-30 04:35:00+00:00,83829.75,83837.671875,83798.0625,83798.0625,0
2025-06-30 04:36:00+00:00,83839.8671875,83839.8671875,83818.28125,83829.296875,0
2025-06-30 04:37:00+00:00,83810.9609375,83842.9765625,83808.0625,83840.046875,0
2025-06-30 04:38:00+00:00,83790.546875,83812.84375,83787.4375,83810.9609375,0
2025-06-30 04:39:00+00:00,83796.5390625,83796.5390625,83777.0703125,83788.796875,0
2025-06-30 04:40:00+00:00,83851.46875,83852.40625,83795.1484375,83796.34375,0
2025-06-30 04:41:00+00:00,83866.9375,83877.4375,83847.7578125,83853.296875,0
2025-06-30 04:42:00+00:00,83875.59375,83885.5625,83865.7109375,83865.7109375,0
2025-06-30 04:43:00+00:00,83881.640625,83888.0,83868.78125,83876.21875,0
2025-06-30 04:44:00+00:00,83861.796875,83887.671875,83855.953125,83882.640625,0
2025-06-30 04:45:00+00:00,83872.59375,83879.8671875,83860.453125,83860.453125,0
2025-06-30 04:46:00+00:00,83850.9296875,83875.09375,83850.3203125,83875.09375,0
2025-06-30 04:47:00+00:00,83866.5703125,83868.21875,83850.609375,83850.9296875,0
2025-06-30 04:48:00+00:00,83872.359375,83884.328125,83861.8125,83866.8984375,0
2025-06-30 04:49:00+00:00,83893.5625,83901.1171875,83872.359375,83872.359375,0
2025-06-30 04:50:00+00:00,83885.4921875,83904.4609375,83885.4921875,83893.8125,0
2025-06-30 04:51:00+00:00,83831.7890625,83889.203125,83831.7890625,83887.8515625,0
2025-06-30 04:52:00+00:00,83812.34375,83833.2265625,83812.34375,83831.4921875,0
2025-06-30 04:53:00+00:00,83817.5078125,83820.3984375,83809.8515625,83817.2265625,0
