Price,Close,High,Low,Open,Volume
Ticker,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
Date,,,,,
2025-05-12,1448.5,1453.0,1404.0,1409.4000244140625,9925445
2025-05-13,1430.5999755859375,1447.9000244140625,1427.4000244140625,1440.0999755859375,12475424
2025-05-14,1426.199951171875,1440.699951171875,1417.300048828125,1429.9000244140625,8026837
2025-05-15,1450.800048828125,1456.5,1415.5,1425.9000244140625,18209264
2025-05-16,1454.0,1458.699951171875,1447.0,1453.300048828125,6439208
2025-05-19,1449.0,1459.699951171875,1443.800048828125,1446.5,6005334
2025-05-20,1438.199951171875,1459.0,1435.5,1450.199951171875,11352383
2025-05-21,1444.699951171875,1451.300048828125,1438.5,1442.9000244140625,5510460
2025-05-22,1442.0999755859375,1445.300048828125,1427.800048828125,1441.0999755859375,7245933
2025-05-23,1449.800048828125,1451.800048828125,1434.4000244140625,1442.199951171875,5203706
2025-05-26,1460.5999755859375,1471.5999755859375,1455.0,1458.0,5608725
2025-05-27,1446.4000244140625,1463.0,1435.699951171875,1452.5,14842959
2025-05-28,1453.800048828125,1458.0,1442.5,1447.5999755859375,8618343
2025-05-29,1456.5,1462.9000244140625,1445.0,1456.5999755859375,15545514
2025-05-30,1445.800048828125,1460.9000244140625,1444.300048828125,1459.9000244140625,11803975
2025-06-02,1450.5,1460.0,1432.800048828125,1442.0,9458990
2025-06-03,1437.9000244140625,1455.0,1432.0,1454.9000244140625,11167345
2025-06-04,1431.0,1440.0999755859375,1426.4000244140625,1437.4000244140625,8025388
2025-06-05,1454.800048828125,1459.0,1427.300048828125,1430.9000244140625,11385668
2025-06-06,1459.699951171875,1461.4000244140625,1442.0999755859375,1448.5999755859375,11580994
2025-06-09,1434.800048828125,1466.800048828125,1433.4000244140625,1465.0,11022031
2025-06-10,1422.9000244140625,1441.699951171875,1416.5,1439.0,12905272
2025-06-11,1432.0,1433.699951171875,1418.5999755859375,1421.800048828125,2762828
