Price,Close,High,Low,Open,Volume
Ticker,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS
Date,,,,,
2025-05-12,2145.0,2163.60009765625,2126.10009765625,2134.0,3021874
2025-05-13,2115.60009765625,2146.10009765625,2101.10009765625,2135.0,4307824
2025-05-14,2092.39990234375,2119.89990234375,2084.0,2111.0,2137594
2025-05-15,2106.39990234375,2112.0,2065.39990234375,2085.10009765625,4262359
2025-05-16,2108.199951171875,2114.89990234375,2090.10009765625,2099.89990234375,2057908
2025-05-19,2111.199951171875,2124.0,2100.39990234375,2102.0,1505704
2025-05-20,2090.10009765625,2117.89990234375,2084.699951171875,2114.800048828125,3909098
2025-05-21,2071.300048828125,2096.300048828125,2060.0,2095.0,2141740
2025-05-22,2065.800048828125,2077.60009765625,2050.699951171875,2074.0,3289328
2025-05-23,2100.800048828125,2109.300048828125,2065.800048828125,2065.800048828125,1650953
2025-05-26,2089.300048828125,2112.0,2085.10009765625,2090.10009765625,2040285
2025-05-27,2077.39990234375,2099.0,2061.199951171875,2090.0,3459940
2025-05-28,2074.300048828125,2080.39990234375,2063.39990234375,2075.0,1634636
2025-05-29,2081.60009765625,2096.0,2055.0,2077.300048828125,4987382
2025-05-30,2074.699951171875,2090.199951171875,2065.5,2081.60009765625,9807728
2025-06-02,2063.60009765625,2075.800048828125,2051.199951171875,2067.0,2701140
2025-06-03,2044.5,2075.800048828125,2034.199951171875,2070.0,6463818
2025-06-04,2046.300048828125,2058.5,2040.800048828125,2047.0999755859375,2331114
2025-06-05,2039.9000244140625,2056.39990234375,2034.199951171875,2054.800048828125,3725332
2025-06-06,2073.39990234375,2084.89990234375,2033.800048828125,2043.9000244140625,4424324
2025-06-09,2138.199951171875,2142.39990234375,2090.0,2111.0,5779088
2025-06-10,2151.10009765625,2172.89990234375,2138.199951171875,2146.699951171875,4915742
2025-06-11,2156.39990234375,2160.699951171875,2133.0,2149.0,803540
