Date,Time,Open,High,Low,Close,Volume
2025-06-09,09:15:00,2239.89990234375,2253.89990234375,2239.89990234375,2252.89990234375,0
2025-06-09,09:16:00,2252.89990234375,2255.10009765625,2251.0,2253.10009765625,12939
2025-06-09,09:17:00,2250.60009765625,2251.39990234375,2250.39990234375,2250.5,5477
2025-06-09,09:18:00,2250.5,2254.199951171875,2249.5,2253.5,6917
2025-06-09,09:19:00,2253.60009765625,2254.89990234375,2253.39990234375,2254.89990234375,3395
2025-06-09,09:20:00,2254.0,2254.0,2253.10009765625,2254.0,1899
2025-06-09,09:21:00,2255.0,2255.0,2254.0,2254.89990234375,1790
2025-06-09,09:22:00,2254.800048828125,2254.800048828125,2252.5,2253.199951171875,2429
2025-06-09,09:23:00,2253.0,2254.199951171875,2252.5,2253.89990234375,2501
2025-06-09,09:24:00,2253.199951171875,2253.699951171875,2252.89990234375,2252.89990234375,2831
2025-06-09,09:25:00,2251.60009765625,2252.60009765625,2251.300048828125,2251.89990234375,1703
2025-06-09,09:26:00,2251.89990234375,2251.89990234375,2245.5,2247.300048828125,7790
2025-06-09,09:27:00,2247.199951171875,2248.199951171875,2246.0,2247.699951171875,2934
2025-06-09,09:28:00,2248.199951171875,2248.199951171875,2245.10009765625,2245.39990234375,2878
2025-06-09,09:29:00,2245.0,2245.39990234375,2243.5,2244.5,6257
2025-06-09,09:30:00,2243.199951171875,2243.199951171875,2242.199951171875,2242.199951171875,4856
2025-06-09,09:31:00,2242.699951171875,2244.39990234375,2241.89990234375,2243.60009765625,3911
2025-06-09,09:32:00,2243.89990234375,2243.89990234375,2242.60009765625,2242.60009765625,2713
2025-06-09,09:33:00,2243.89990234375,2243.89990234375,2241.39990234375,2241.39990234375,5977
2025-06-09,09:34:00,2241.0,2241.39990234375,2240.5,2240.89990234375,2128
2025-06-09,09:35:00,2239.60009765625,2240.89990234375,2239.60009765625,2240.0,11779
2025-06-09,09:36:00,2239.699951171875,2240.699951171875,2239.699951171875,2240.0,3993
2025-06-09,09:37:00,2240.0,2240.699951171875,2239.5,2240.0,4465
2025-06-09,09:38:00,2240.0,2240.10009765625,2239.300048828125,2240.10009765625,1699
2025-06-09,09:39:00,2240.800048828125,2241.800048828125,2240.800048828125,2241.5,3872
2025-06-09,09:40:00,2241.5,2241.5,2239.10009765625,2239.10009765625,11587
2025-06-09,09:41:00,2239.10009765625,2240.0,2238.300048828125,2239.5,1897
2025-06-09,09:42:00,2240.0,2240.0,2238.60009765625,2238.800048828125,4059
2025-06-09,09:43:00,2240.0,2240.0,2239.89990234375,2239.89990234375,3110
2025-06-09,09:44:00,2239.0,2239.89990234375,2238.5,2239.300048828125,1744
2025-06-09,09:45:00,2239.199951171875,2240.0,2238.800048828125,2239.0,3594
