Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2025-05-12,1957.199951171875,1959.9000244140625,1912.300048828125,1917.5999755859375,9309486
2025-05-13,1922.5999755859375,1961.699951171875,1920.0,1950.0,12121051
2025-05-14,1910.5999755859375,1930.199951171875,1903.0,1922.0999755859375,7722654
2025-05-15,1933.800048828125,1944.800048828125,1897.0,1913.5,16120729
2025-05-16,1934.699951171875,1943.800048828125,1928.4000244140625,1933.800048828125,7934005
2025-05-19,1938.699951171875,1945.0,1931.0,1937.0,5101482
2025-05-20,1914.9000244140625,1934.5999755859375,1913.0,1928.0999755859375,11939545
2025-05-21,1926.800048828125,1946.9000244140625,1921.0999755859375,1927.0,7566020
2025-05-22,1919.9000244140625,1924.199951171875,1905.199951171875,1915.199951171875,10653335
2025-05-23,1933.5999755859375,1937.0,1914.5,1920.0999755859375,4783036
2025-05-26,1940.199951171875,1949.9000244140625,1926.9000244140625,1935.0,5401430
2025-05-27,1926.300048828125,1948.0,1916.300048828125,1931.5999755859375,13081074
2025-05-28,1923.5,1934.5,1917.699951171875,1920.199951171875,9078797
2025-05-29,1927.5,1940.800048828125,1907.300048828125,1928.0,14458897
2025-05-30,1944.9000244140625,1948.800048828125,1925.4000244140625,1931.9000244140625,14374039
2025-06-02,1932.0999755859375,1936.0,1908.0,1930.0999755859375,7334411
2025-06-03,1924.5999755859375,1952.0,1920.0,1938.0,12188792
2025-06-04,1941.199951171875,1943.300048828125,1920.9000244140625,1921.0,6480771
2025-06-05,1949.5999755859375,1958.9000244140625,1940.199951171875,1948.0,11127709
2025-06-06,1978.699951171875,1996.300048828125,1942.699951171875,1944.0,15063504
2025-06-09,1978.9000244140625,1995.0,1975.9000244140625,1995.0,6601294
2025-06-10,1965.300048828125,1982.800048828125,1961.0999755859375,1982.800048828125,7766563
2025-06-11,1961.699951171875,1967.5999755859375,1953.4000244140625,1967.5999755859375,2351744
