Date,Time,Open,High,Low,Close,Volume
2025-06-10,09:15:00,9682.5,9682.5,9638.0,9661.0,0
2025-06-10,09:16:00,9662.0,9672.0,9648.0,9657.0,26971
2025-06-10,09:17:00,9650.0,9656.0,9640.5,9645.5,8447
2025-06-10,09:18:00,9649.5,9654.5,9640.0,9643.0,12756
2025-06-10,09:19:00,9643.5,9647.0,9643.5,9647.0,636
2025-06-10,09:20:00,9660.0,9664.5,9641.5,9647.0,13190
2025-06-10,09:21:00,9647.0,9648.0,9640.0,9643.5,4555
2025-06-10,09:22:00,9642.5,9644.0,9617.5,9623.0,9773
2025-06-10,09:23:00,9623.0,9634.5,9623.0,9630.0,1699
2025-06-10,09:24:00,9638.0,9638.0,9630.0,9634.0,4343
2025-06-10,09:25:00,9634.0,9640.0,9629.0,9640.0,3475
2025-06-10,09:26:00,9640.0,9642.5,9637.5,9642.0,2438
2025-06-10,09:27:00,9642.0,9644.0,9624.5,9627.0,5891
2025-06-10,09:28:00,9630.0,9635.0,9625.0,9625.0,2537
2025-06-10,09:29:00,9626.5,9628.0,9600.0,9608.0,14155
2025-06-10,09:30:00,9609.0,9609.0,9585.0,9600.0,14815
2025-06-10,09:31:00,9596.5,9620.0,9595.5,9620.0,6326
2025-06-10,09:32:00,9623.0,9634.5,9620.0,9625.0,4981
2025-06-10,09:33:00,9629.5,9633.0,9625.5,9629.5,1890
2025-06-10,09:34:00,9627.5,9636.5,9627.5,9634.5,1874
2025-06-10,09:35:00,9635.5,9639.0,9621.5,9621.5,3342
2025-06-10,09:36:00,9620.0,9621.0,9610.5,9615.5,2272
2025-06-10,09:37:00,9615.5,9620.0,9615.0,9617.0,1274
2025-06-10,09:38:00,9620.0,9633.0,9620.0,9629.0,882
2025-06-10,09:39:00,9629.5,9630.0,9621.0,9623.5,1304
2025-06-10,09:40:00,9626.5,9629.0,9619.0,9623.0,2469
2025-06-10,09:41:00,9624.0,9627.0,9623.0,9624.0,931
2025-06-10,09:42:00,9627.0,9627.0,9622.0,9626.0,1378
2025-06-10,09:43:00,9627.0,9627.0,9622.0,9624.0,837
2025-06-10,09:44:00,9624.0,9627.0,9610.0,9614.0,2655
2025-06-10,09:45:00,9614.0,9620.5,9610.0,9615.0,3040
2025-06-10,09:46:00,9615.0,9616.5,9610.0,9610.0,2302
