,Date,Time,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2025-06-03,09:15:00,1452.0999755859375,1453.5,1449.5,1450.300048828125,0,0.0,0.0
1,2025-06-03,09:16:00,1444.4000244140625,1444.4000244140625,1444.0999755859375,1444.0999755859375,87302,0.0,0.0
2,2025-06-03,09:17:00,1443.0,1443.0,1441.199951171875,1441.800048828125,93622,0.0,0.0
3,2025-06-03,09:18:00,1442.0999755859375,1442.0999755859375,1438.5999755859375,1438.5999755859375,93615,0.0,0.0
4,2025-06-03,09:19:00,1438.699951171875,1441.800048828125,1437.5,1439.699951171875,38978,0.0,0.0
5,2025-06-03,09:20:00,1439.9000244140625,1439.9000244140625,1439.300048828125,1439.300048828125,15503,0.0,0.0
6,2025-06-03,09:21:00,1440.0,1440.699951171875,1439.9000244140625,1440.0,48356,0.0,0.0
7,2025-06-03,09:22:00,1439.300048828125,1440.4000244140625,1438.699951171875,1439.5999755859375,36693,0.0,0.0
8,2025-06-03,09:23:00,1439.300048828125,1439.300048828125,1438.5999755859375,1439.0999755859375,21799,0.0,0.0
9,2025-06-03,09:24:00,1439.300048828125,1440.199951171875,1439.0999755859375,1439.0999755859375,12442,0.0,0.0
10,2025-06-03,09:25:00,1439.0999755859375,1439.5999755859375,1439.0,1439.300048828125,10608,0.0,0.0
11,2025-06-03,09:26:00,1439.300048828125,1439.300048828125,1437.5,1437.5999755859375,37300,0.0,0.0
12,2025-06-03,09:27:00,1437.9000244140625,1438.800048828125,1437.199951171875,1438.0,32734,0.0,0.0
13,2025-06-03,09:28:00,1437.5999755859375,1439.199951171875,1437.5999755859375,1438.4000244140625,13229,0.0,0.0
14,2025-06-03,09:29:00,1439.0,1439.0,1437.0999755859375,1437.199951171875,45626,0.0,0.0
15,2025-06-03,09:30:00,1436.5999755859375,1436.699951171875,1434.4000244140625,1435.5999755859375,53743,0.0,0.0
16,2025-06-03,09:31:00,1435.5999755859375,1437.0,1435.300048828125,1436.800048828125,13517,0.0,0.0
17,2025-06-03,09:32:00,1436.9000244140625,1437.4000244140625,1436.300048828125,1436.800048828125,8723,0.0,0.0
18,2025-06-03,09:33:00,1436.800048828125,1438.0999755859375,1436.5999755859375,1437.800048828125,9411,0.0,0.0
19,2025-06-03,09:34:00,1437.800048828125,1437.800048828125,1436.5,1437.5999755859375,11716,0.0,0.0
20,2025-06-03,09:35:00,1437.5999755859375,1438.5,1437.0,1437.699951171875,22614,0.0,0.0
21,2025-06-03,09:36:00,1437.800048828125,1438.5999755859375,1437.5999755859375,1438.199951171875,22667,0.0,0.0
22,2025-06-03,09:37:00,1438.300048828125,1440.0,1438.199951171875,1439.300048828125,18693,0.0,0.0
23,2025-06-03,09:38:00,1439.4000244140625,1440.699951171875,1439.300048828125,1440.4000244140625,23264,0.0,0.0
24,2025-06-03,09:39:00,1440.300048828125,1440.699951171875,1439.199951171875,1440.5999755859375,26109,0.0,0.0
25,2025-06-03,09:40:00,1440.199951171875,1440.699951171875,1439.5999755859375,1439.5999755859375,13231,0.0,0.0
26,2025-06-03,09:41:00,1439.5999755859375,1439.9000244140625,1439.199951171875,1439.199951171875,9784,0.0,0.0
27,2025-06-03,09:42:00,1439.0999755859375,1439.0999755859375,1438.0999755859375,1439.0999755859375,17922,0.0,0.0
28,2025-06-03,09:43:00,1439.0,1439.0999755859375,1438.4000244140625,1439.0999755859375,10970,0.0,0.0
29,2025-06-03,09:44:00,1438.699951171875,1439.0999755859375,1438.199951171875,1438.199951171875,11783,0.0,0.0
30,2025-06-03,09:45:00,1438.199951171875,1439.0,1438.199951171875,1438.199951171875,18960,0.0,0.0
31,2025-06-03,09:46:00,1438.199951171875,1438.199951171875,1437.5,1437.800048828125,8379,0.0,0.0
32,2025-06-03,09:47:00,1437.800048828125,1438.0,1437.4000244140625,1437.9000244140625,8707,0.0,0.0
33,2025-06-03,09:48:00,1437.9000244140625,1438.5,1437.5999755859375,1438.5,9093,0.0,0.0
34,2025-06-03,09:49:00,1438.5,1438.5,1438.0,1438.0999755859375,4261,0.0,0.0
35,2025-06-03,09:50:00,1438.0999755859375,1438.0999755859375,1438.0,1438.0999755859375,3798,0.0,0.0
36,2025-06-03,09:51:00,1439.0999755859375,1439.5999755859375,1438.800048828125,1438.9000244140625,14085,0.0,0.0
37,2025-06-03,09:52:00,1438.9000244140625,1439.4000244140625,1438.0,1438.800048828125,94264,0.0,0.0
38,2025-06-03,09:53:00,1438.300048828125,1438.5999755859375,1437.9000244140625,1438.4000244140625,13890,0.0,0.0
39,2025-06-03,09:54:00,1438.5999755859375,1438.5999755859375,1437.0999755859375,1437.699951171875,10756,0.0,0.0
40,2025-06-03,09:55:00,1437.699951171875,1438.800048828125,1437.4000244140625,1438.0999755859375,5639,0.0,0.0
41,2025-06-03,09:56:00,1437.699951171875,1438.300048828125,1437.699951171875,1437.800048828125,15608,0.0,0.0
42,2025-06-03,09:57:00,1437.699951171875,1437.699951171875,1436.699951171875,1436.699951171875,24456,0.0,0.0
43,2025-06-03,09:58:00,1436.9000244140625,1437.800048828125,1436.800048828125,1437.300048828125,12451,0.0,0.0
44,2025-06-03,09:59:00,1437.699951171875,1437.9000244140625,1437.0,1437.0,34451,0.0,0.0
45,2025-06-03,10:00:00,1436.699951171875,1437.5999755859375,1436.4000244140625,1436.699951171875,27083,0.0,0.0
46,2025-06-03,10:01:00,1436.9000244140625,1437.0999755859375,1436.4000244140625,1437.0999755859375,7888,0.0,0.0
47,2025-06-03,10:02:00,1437.0,1437.4000244140625,1436.5999755859375,1437.4000244140625,4058,0.0,0.0
48,2025-06-03,10:03:00,1437.800048828125,1438.300048828125,1437.4000244140625,1437.4000244140625,5834,0.0,0.0
49,2025-06-03,10:04:00,1437.4000244140625,1438.0999755859375,1437.4000244140625,1438.0,8342,0.0,0.0
50,2025-06-03,10:05:00,1438.0,1438.199951171875,1437.9000244140625,1438.0999755859375,4555,0.0,0.0
51,2025-06-03,10:06:00,1438.199951171875,1438.9000244140625,1438.0999755859375,1438.199951171875,11420,0.0,0.0
52,2025-06-03,10:07:00,1438.199951171875,1439.0,1438.199951171875,1438.9000244140625,6102,0.0,0.0
53,2025-06-03,10:08:00,1438.9000244140625,1439.199951171875,1438.800048828125,1439.199951171875,12182,0.0,0.0
54,2025-06-03,10:09:00,1439.0999755859375,1439.4000244140625,1438.699951171875,1439.4000244140625,6705,0.0,0.0
55,2025-06-03,10:10:00,1439.300048828125,1439.4000244140625,1438.5999755859375,1439.300048828125,21912,0.0,0.0
56,2025-06-03,10:11:00,1439.199951171875,1439.9000244140625,1439.0,1439.4000244140625,10359,0.0,0.0
57,2025-06-03,10:12:00,1439.4000244140625,1439.5,1438.5999755859375,1439.4000244140625,8811,0.0,0.0
58,2025-06-03,10:13:00,1438.9000244140625,1439.5999755859375,1438.9000244140625,1439.4000244140625,4989,0.0,0.0
59,2025-06-03,10:14:00,1439.5,1440.0,1439.4000244140625,1439.5,6480,0.0,0.0
60,2025-06-03,10:15:00,1439.699951171875,1439.9000244140625,1439.699951171875,1439.800048828125,6400,0.0,0.0
61,2025-06-03,10:16:00,1440.0,1440.5,1440.0,1440.4000244140625,7887,0.0,0.0
62,2025-06-03,10:17:00,1440.4000244140625,1440.4000244140625,1439.0999755859375,1439.300048828125,22260,0.0,0.0
63,2025-06-03,10:18:00,1439.5,1441.0,1439.5,1440.9000244140625,15738,0.0,0.0
64,2025-06-03,10:19:00,1440.9000244140625,1441.699951171875,1440.0,1441.699951171875,39487,0.0,0.0
65,2025-06-03,10:20:00,1442.4000244140625,1444.5999755859375,1442.4000244140625,1443.4000244140625,49601,0.0,0.0
66,2025-06-03,10:21:00,1443.5,1444.5999755859375,1443.5,1443.9000244140625,56206,0.0,0.0
67,2025-06-03,10:22:00,1443.800048828125,1444.5,1443.300048828125,1443.5999755859375,69522,0.0,0.0
68,2025-06-03,10:23:00,1443.5999755859375,1443.800048828125,1442.699951171875,1443.199951171875,20208,0.0,0.0
69,2025-06-03,10:24:00,1443.199951171875,1444.0,1443.199951171875,1444.0,23755,0.0,0.0
70,2025-06-03,10:25:00,1444.0,1444.5,1443.0,1443.300048828125,18965,0.0,0.0
71,2025-06-03,10:26:00,1443.0999755859375,1443.9000244140625,1443.0999755859375,1443.800048828125,12053,0.0,0.0
72,2025-06-03,10:27:00,1443.9000244140625,1444.0,1442.300048828125,1442.300048828125,10229,0.0,0.0
73,2025-06-03,10:28:00,1442.199951171875,1442.9000244140625,1442.0999755859375,1442.4000244140625,10547,0.0,0.0
74,2025-06-03,10:29:00,1442.0999755859375,1442.5,1441.0999755859375,1441.5999755859375,13742,0.0,0.0
75,2025-06-03,10:30:00,1441.5999755859375,1442.4000244140625,1440.5999755859375,1442.300048828125,12825,0.0,0.0
76,2025-06-03,10:31:00,1442.0999755859375,1443.0,1441.4000244140625,1442.9000244140625,12229,0.0,0.0
77,2025-06-03,10:32:00,1442.800048828125,1443.300048828125,1442.4000244140625,1443.0,11378,0.0,0.0
78,2025-06-03,10:33:00,1443.0,1443.5999755859375,1442.9000244140625,1442.9000244140625,7143,0.0,0.0
79,2025-06-03,10:34:00,1443.0,1443.199951171875,1442.300048828125,1442.5,6317,0.0,0.0
80,2025-06-03,10:35:00,1442.5,1442.5999755859375,1440.5999755859375,1440.5999755859375,5495,0.0,0.0
81,2025-06-03,10:36:00,1440.5999755859375,1441.0,1440.0,1440.300048828125,21471,0.0,0.0
82,2025-06-03,10:37:00,1440.300048828125,1440.4000244140625,1439.199951171875,1439.4000244140625,13106,0.0,0.0
83,2025-06-03,10:38:00,1439.4000244140625,1439.4000244140625,1437.800048828125,1437.800048828125,24087,0.0,0.0
84,2025-06-03,10:39:00,1437.199951171875,1437.4000244140625,1435.300048828125,1436.5,118989,0.0,0.0
85,2025-06-03,10:40:00,1436.199951171875,1436.5,1434.5999755859375,1435.800048828125,75000,0.0,0.0
86,2025-06-03,10:41:00,1435.5999755859375,1436.4000244140625,1435.5999755859375,1436.0999755859375,20940,0.0,0.0
87,2025-06-03,10:42:00,1435.9000244140625,1436.199951171875,1435.300048828125,1435.4000244140625,32481,0.0,0.0
88,2025-06-03,10:43:00,1435.199951171875,1435.699951171875,1434.5999755859375,1435.4000244140625,26674,0.0,0.0
89,2025-06-03,10:44:00,1435.4000244140625,1436.9000244140625,1435.4000244140625,1436.699951171875,8324,0.0,0.0
90,2025-06-03,10:45:00,1436.5,1437.800048828125,1435.5999755859375,1437.0999755859375,29566,0.0,0.0
91,2025-06-03,10:46:00,1437.0,1437.0,1436.5,1436.5,712,0.0,0.0
